Nombre,Equipo,Liga,Fecha Nacimiento,Edad,Contrato Hasta,Lugar Nacimiento,Posicion,Valor Mercado,Agente,Proveedor
Dani Cárdenas,Rayo Vallecano,LaLiga,28/03/1997,27,30/06/2027,Terrassa,Portero,1800000,Identity Sports,Proveedor no encontrado
Abdul Mumin,Rayo Vallecano,LaLiga,06/06/1998,26,30/06/2026,Accra,Defensa central,4000000,HC,Proveedor no encontrado
Florian Lejeune,Rayo Vallecano,LaLiga,20/05/1991,33,30/06/2027,Paris,Defensa central,3000000,Wasserman,Nike
Aridane Hernández,Rayo Vallecano,LaLiga,23/03/1989,35,30/06/2025,Tuineje,Defensa central,500000,JV SPORTS,Proveedor no encontrado
Pelayo Fernández,Rayo Vallecano,LaLiga,29/04/2003,21,30/06/2028,Avilés,Defensa central,500000,MESAS SPORT,Proveedor no encontrado
Alfonso Espino,Rayo Vallecano,LaLiga,05/01/1992,32,30/06/2026,San Jacinto,Lateral izquierdo,2400000,GBG Global Business ...,New Balance
Pep Chavarría,Rayo Vallecano,LaLiga,10/04/1998,26,30/06/2027,Figueres,Lateral izquierdo,2000000,Promoesport,Proveedor no encontrado
Andrei Rațiu,Rayo Vallecano,LaLiga,20/06/1998,26,30/06/2028,Aiud,Lateral derecho,4000000,LEADERBROCK,Proveedor no encontrado
Iván Balliu,Rayo Vallecano,LaLiga,01/01/1992,32,30/06/2025,Caldes de Malavella,Lateral derecho,2000000,Fabián Bustos,Proveedor no encontrado
Gerard Gumbau,Rayo Vallecano,LaLiga,18/12/1994,29,30/06/2025,Campllong,Pivote,3000000,CONTROL ORIENTADO,Nike
Óscar Valentín,Rayo Vallecano,LaLiga,20/08/1994,30,30/06/2027,Ajofrín,Mediocentro,4000000,SIELLO FOOTBALL ...,Proveedor no encontrado
Unai López,Rayo Vallecano,LaLiga,30/10/1995,28,30/06/2026,Donostia-San ...,Mediocentro,3000000,IDUB GLOBAL,Proveedor no encontrado
Pedro Díaz,Rayo Vallecano,LaLiga,05/06/1998,26,30/06/2028,Siero,Mediocentro,2500000,Wasserman,Proveedor no encontrado
Pathé Ciss,Rayo Vallecano,LaLiga,16/03/1994,30,30/06/2025,Dakar,Mediocentro,2500000,NTS Management,Proveedor no encontrado
James Rodríguez,Rayo Vallecano,LaLiga,12/07/1991,33,30/06/2025,Cúcuta,Mediocentro ofensivo,5000000,Gestifute,adidas
Randy Nteka,Rayo Vallecano,LaLiga,06/12/1997,26,30/06/2026,Paris,Mediocentro ofensivo,1500000,Agente no encontrado,Puma
Óscar Trejo,Rayo Vallecano,LaLiga,26/04/1988,36,30/06/2025,Santiago del Estero,Mediocentro ofensivo,1000000,Eleven Talent Group,Proveedor no encontrado
Joni Montiel,Rayo Vallecano,LaLiga,03/09/1998,26,30/06/2025,Madrid,Mediocentro ofensivo,1000000,Promoesport,Proveedor no encontrado
Álvaro García,Rayo Vallecano,LaLiga,27/10/1992,31,30/06/2026,Utrera,Extremo izquierdo,3000000,YOU FIRST,Puma
Isi Palazón,Rayo Vallecano,LaLiga,27/12/1994,29,Contrato no encontrado,Lugar de nacimiento no encontrado,Extremo derecho,8000000,JV SPORTS,Puma
Jorge de Frutos,Rayo Vallecano,LaLiga,20/02/1997,27,30/06/2028,Navares de Enmedio,Extremo derecho,4000000,Niagara Sports ...,Proveedor no encontrado
Adrián Embarba,Rayo Vallecano,LaLiga,07/05/1992,32,30/06/2025,Madrid,Extremo derecho,1800000,Sports and ...,Proveedor no encontrado
Sergio Camello,Rayo Vallecano,LaLiga,10/02/2001,23,30/06/2027,Madrid,Delantero centro,4000000,Best of You,Proveedor no encontrado
Raúl de Tomás,Rayo Vallecano,LaLiga,17/10/1994,30,30/06/2027,Madrid,Delantero centro,1000000,Miembro de su familia,Proveedor no encontrado
Sergi Guardiola,Rayo Vallecano,LaLiga,29/05/1991,33,30/06/2025,Manacor,Delantero centro,800000,JV SPORTS,Proveedor no encontrado
Joan García,RCD Espanyol,LaLiga,04/05/2001,23,30/06/2028,Sallent de Llobregat,Portero,10000000,Niagara Sports ...,Proveedor no encontrado
Fernando Pacheco,RCD Espanyol,LaLiga,18/05/1992,32,30/06/2026,Badajoz,Portero,1000000,EMG Mundial,Proveedor no encontrado
Ángel Fortuño,RCD Espanyol,LaLiga,05/10/2001,23,30/06/2025,Barcelona,Portero,300000,MagicPlayers,Proveedor no encontrado
Marash Kumbulla,RCD Espanyol,LaLiga,08/02/2000,24,30/06/2025,Peschiera del Garda,Defensa central,4500000,Gianni Vitali,Proveedor no encontrado
Fernando Calero,RCD Espanyol,LaLiga,14/09/1995,29,30/06/2025,Boecillo ...,Defensa central,1800000,MRH Football Agency,Proveedor no encontrado
Leandro Cabrera,RCD Espanyol,LaLiga,17/06/1991,33,30/06/2026,Montevideo,Defensa central,1200000,Miembro de su familia,Proveedor no encontrado
Sergi Gómez,RCD Espanyol,LaLiga,28/03/1992,32,30/06/2025,Arenys de Mar,Defensa central,1000000,Unique Sports Group,Proveedor no encontrado
Brian Oliván,RCD Espanyol,LaLiga,01/04/1994,30,30/06/2025,Barcelona,Lateral izquierdo,2500000,Promoesport,Proveedor no encontrado
Carlos Romero,RCD Espanyol,LaLiga,29/10/2001,22,30/06/2025,Torrent,Lateral izquierdo,2500000,LEADERBROCK,Proveedor no encontrado
Omar El Hilali,RCD Espanyol,LaLiga,12/09/2003,21,30/06/2027,L'Hospitalet de ...,Lateral derecho,3000000,Promoesport,Proveedor no encontrado
Álvaro Tejero,RCD Espanyol,LaLiga,20/07/1996,28,30/06/2025,Madrid,Lateral derecho,2000000,CAA Base Ltd,Nike
Alex Král,RCD Espanyol,LaLiga,19/05/1998,26,30/06/2025,Košice,Mediocentro,6000000,K2K Sports ...,Nike
Álvaro Aguado,RCD Espanyol,LaLiga,01/05/1996,28,30/06/2025,Jaén,Mediocentro,2800000,YOU FIRST,adidas
José Gragera,RCD Espanyol,LaLiga,14/05/2000,24,30/06/2028,Gijón,Mediocentro,2500000,Balance ...,Proveedor no encontrado
Edu Expósito,RCD Espanyol,LaLiga,01/08/1996,28,30/06/2027,Barcelona,Mediocentro,2000000,Promoesport,Proveedor no encontrado
Pol Lozano,RCD Espanyol,LaLiga,06/10/1999,25,30/06/2027,Sant Quirze del ...,Mediocentro,2000000,MagicPlayers,Proveedor no encontrado
Javi Puado,RCD Espanyol,LaLiga,25/05/1998,26,30/06/2025,Barcelona,Extremo izquierdo,8000000,DCGLOBALSL,Proveedor no encontrado
Naci Ünüvar,RCD Espanyol,LaLiga,13/06/2003,21,30/06/2025,Zaandam,Extremo izquierdo,2500000,AYMO Football ...,adidas
Pere Milla,RCD Espanyol,LaLiga,23/09/1992,32,30/06/2027,Lleida,Extremo izquierdo,2000000,EGGO Asesores ...,Proveedor no encontrado
Jofre Carreras,RCD Espanyol,LaLiga,17/06/2001,23,30/06/2026,Girona,Extremo derecho,2500000,MSSports,Proveedor no encontrado
Salvi Sánchez,RCD Espanyol,LaLiga,30/03/1991,33,30/06/2025,Sanlúcar de ...,Extremo derecho,1200000,Promoesport,Proveedor no encontrado
Antoniu Roca,RCD Espanyol,LaLiga,05/09/2002,22,30/06/2025,Lugar de nacimiento no encontrado,Extremo derecho,200000,Unique Sports Group,Proveedor no encontrado
Alejo Veliz,RCD Espanyol,LaLiga,19/09/2003,21,30/06/2025,Gödeken,Delantero centro,9000000,Lion Volt,Proveedor no encontrado
Walid Cheddira,RCD Espanyol,LaLiga,22/01/1998,26,30/06/2025,Loreto,Delantero centro,6000000,BDN,Proveedor no encontrado
Irvin Cardona,RCD Espanyol,LaLiga,08/08/1997,27,30/06/2025,Nîmes,Delantero centro,2500000,Wasserman,Proveedor no encontrado
Omar Sadik,RCD Espanyol B,Segunda Federación - Gr. 3,22/03/2004,20,30/06/2027,Lugar de nacimiento no encontrado,Delantero centro,300000,WAKAI SPORTS,Proveedor no encontrado
David Soria,Getafe CF,LaLiga,04/04/1993,31,30/06/2026,Madrid,Portero,5000000,Promoesport,Proveedor no encontrado
Jiri Letacek,Getafe CF,LaLiga,09/01/1999,25,30/06/2028,Pardubice,Portero,2000000,SPORT INVEST,Proveedor no encontrado
Omar Alderete,Getafe CF,LaLiga,26/12/1996,27,30/06/2028,Asunción,Defensa central,5000000,La Squadra Sports,Proveedor no encontrado
Djené,Getafe CF,LaLiga,31/12/1991,32,30/06/2025,Lome Dapaong,Defensa central,2500000,BY Sport Consulting,Puma
Juan Berrocal,Getafe CF,LaLiga,05/02/1999,25,30/06/2027,Jerez de la Frontera,Defensa central,2200000,ELITE INTERNACIONAL ...,Proveedor no encontrado
Domingos Duarte,Getafe CF,LaLiga,10/03/1995,29,30/06/2026,Cascais,Defensa central,1000000,ROOF,Proveedor no encontrado
Nabil Aberdin,Getafe CF,LaLiga,23/08/2002,22,30/06/2025,Paris,Defensa central,600000,INSUA GROUP,Proveedor no encontrado
Diego Rico,Getafe CF,LaLiga,23/02/1993,31,30/06/2026,Burgos,Lateral izquierdo,1500000,IDUB GLOBAL,Nike
Fabrizio Angileri,Getafe CF,LaLiga,15/03/1994,30,30/06/2026,Junín,Lateral izquierdo,1000000,PASCUAL FERNANDO ...,Proveedor no encontrado
Juan Iglesias,Getafe CF,LaLiga,03/07/1998,26,30/06/2026,Valladolid,Lateral derecho,2800000,ADM PRO,Proveedor no encontrado
Allan Nyom,Getafe CF,LaLiga,10/05/1988,36,30/06/2025,Neuilly-sur-Seine,Lateral derecho,500000,JV SPORTS,Proveedor no encontrado
Mauro Arambarri,Getafe CF,LaLiga,30/09/1995,29,30/06/2028,Salto,Mediocentro,5000000,Miembro de su familia,Proveedor no encontrado
Luis Milla,Getafe CF,LaLiga,07/10/1994,30,30/06/2027,Madrid,Mediocentro,3500000,Promoesport,Proveedor no encontrado
Carles Aleñá,Getafe CF,LaLiga,05/01/1998,26,30/06/2026,Mataró,Mediocentro,3000000,De la Peña & ...,adidas
Yellu Santiago,Getafe CF,LaLiga,25/05/2004,20,30/06/2025,Cartagena,Mediocentro,1000000,LEADERBROCK,Proveedor no encontrado
John Patrick,Getafe CF B,Segunda Federación - Gr. 5,24/09/2003,21,30/06/2025,Madrid,Mediocentro,200000,Sin agente,Proveedor no encontrado
Christantus Uche,Getafe CF,LaLiga,19/05/2003,21,30/06/2028,Owerri,Mediocentro ofensivo,5000000,PINTEX SPORTS AGENCY,Proveedor no encontrado
Álex Sola,Getafe CF,LaLiga,09/06/1999,25,30/06/2027,Donostia-San ...,Extremo derecho,4000000,LEADERBROCK,adidas
Carles Pérez,Getafe CF,LaLiga,16/02/1998,26,30/06/2025,Granollers,Extremo derecho,3000000,F&H Sport Management,adidas
Peter Federico,Getafe CF,LaLiga,25/07/2002,22,30/06/2028,Madrid,Extremo derecho,3000000,Agente no encontrado,Proveedor no encontrado
Borja Mayoral,Getafe CF,LaLiga,05/04/1997,27,30/06/2027,Parla,Delantero centro,15000000,Footfeel ISM,Proveedor no encontrado
Bertuğ Yıldırım,Getafe CF,LaLiga,12/07/2002,22,30/06/2025,Istanbul,Delantero centro,3500000,FutureBall,Proveedor no encontrado
Álvaro Rodríguez,Getafe CF,LaLiga,14/07/2004,20,30/06/2025,Palamós,Delantero centro,3500000,Footfeel ISM,Proveedor no encontrado
Juan Soriano,CD Leganés,LaLiga,23/08/1997,27,30/06/2027,Benacazón,Portero,1500000,RR-Soccer ...,Proveedor no encontrado
Marko Dmitrovic,CD Leganés,LaLiga,24/01/1992,32,30/06/2025,Subotica,Portero,900000,IDUB GLOBAL,Proveedor no encontrado
Alvin Abajas,CD Leganés,LaLiga,12/05/2003,21,30/06/2025,Madrid,Portero,25000,Agente no encontrado,Proveedor no encontrado
Jackson Porozo,CD Leganés,LaLiga,04/08/2000,24,30/06/2025,San Lorenzo,Defensa central,2500000,Team of Future,Proveedor no encontrado
Sergio González,CD Leganés,LaLiga,20/04/1992,32,30/06/2025,Madrid,Defensa central,1800000,Roalza,Proveedor no encontrado
Jorge Sáenz,CD Leganés,LaLiga,17/11/1996,27,30/06/2025,Santa Cruz de ...,Defensa central,1500000,RR-Soccer ...,Proveedor no encontrado
Matija Nastasic,CD Leganés,LaLiga,28/03/1993,31,30/06/2026,Valjevo,Defensa central,1500000,LIAN Sports Group,Nike
Javi Hernández,CD Leganés,LaLiga,02/05/1998,26,30/06/2027,Jerez de la Frontera,Lateral izquierdo,2500000,Wasserman,Proveedor no encontrado
Enric Franquesa,CD Leganés,LaLiga,26/02/1997,27,30/06/2026,Sant Cugat del ...,Lateral izquierdo,1500000,AC Talent,Proveedor no encontrado
Valentin Rosier,CD Leganés,LaLiga,19/08/1996,28,30/06/2025,Montauban,Lateral derecho,4000000,Gol International,Proveedor no encontrado
Adrià Altimira,CD Leganés,LaLiga,28/03/2001,23,30/06/2025,Cardedeu,Lateral derecho,2000000,IGdreamsfootball,Proveedor no encontrado
Renato Tapia,CD Leganés,LaLiga,28/07/1995,29,30/06/2026,Lima,Pivote,5000000,AGREF,Nike
Yvan Neyou,CD Leganés,LaLiga,03/01/1997,27,30/06/2025,Douala,Pivote,2000000,IFM,Proveedor no encontrado
Julián Chicco,CD Leganés,LaLiga,13/01/1998,26,30/06/2025,Brinkmann,Pivote,1000000,DCGLOBALSL,Proveedor no encontrado
Seydouba Cissé,CD Leganés,LaLiga,10/02/2001,23,30/06/2026,Dabola,Mediocentro,2000000,ROOF,Proveedor no encontrado
Darko Brasanac,CD Leganés,LaLiga,12/02/1992,32,30/06/2025,Čajetina,Mediocentro,1400000,Agente no encontrado,Proveedor no encontrado
Óscar Rodríguez,CD Leganés,LaLiga,28/06/1998,26,30/06/2026,Talavera de la Reina,Mediocentro ofensivo,2500000,Wasserman,Proveedor no encontrado
Roberto López,CD Leganés,LaLiga,24/04/2000,24,30/06/2027,Zaragoza,Mediocentro ofensivo,2500000,Agente no encontrado,Proveedor no encontrado
Munir El Haddadi,CD Leganés,LaLiga,01/09/1995,29,30/06/2026,El Escorial,Extremo derecho,2500000,LIAN Sports Group,adidas
Dani Raba,CD Leganés,LaLiga,29/10/1995,28,30/06/2025,Santander,Extremo derecho,2200000,Identity Sports,Proveedor no encontrado
Naim García,CD Leganés,LaLiga,11/06/2002,22,30/06/2027,Madrid,Extremo derecho,500000,CAA Stellar,Proveedor no encontrado
Sébastien Haller,CD Leganés,LaLiga,22/06/1994,30,30/06/2025,Ris-Orangis,Delantero centro,7500000,management 360,Puma
Miguel de la Fuente,CD Leganés,LaLiga,03/09/1999,25,30/06/2028,Tudela de Duero ...,Delantero centro,2500000,Bahía Internacional,adidas
Diego García,CD Leganés,LaLiga,18/04/2000,24,30/06/2027,Madrid,Delantero centro,2000000,YOU FIRST,Proveedor no encontrado
Karl Hein,Real Valladolid,LaLiga,13/04/2002,22,30/06/2025,Põlva,Portero,3000000,Wasserman,Proveedor no encontrado
André Ferreira,Real Valladolid,LaLiga,29/05/1996,28,30/06/2027,Vila Nova de Gaia,Portero,800000,MadeinFootball,Proveedor no encontrado
Eray Cömert,Real Valladolid,LaLiga,04/02/1998,26,30/06/2025,Rheinfelden,Defensa central,4000000,Wasserman,Proveedor no encontrado
Cenk Özkacar,Real Valladolid,LaLiga,06/10/2000,24,30/06/2025,Izmir,Defensa central,2500000,SEG,Proveedor no encontrado
Javi Sánchez,Real Valladolid,LaLiga,14/03/1997,27,30/06/2026,Getafe,Defensa central,1500000,LEADERBROCK,Proveedor no encontrado
David Torres,Real Valladolid,LaLiga,05/03/2003,21,30/06/2026,Valladolid,Defensa central,1000000,Agente no encontrado,Proveedor no encontrado
Luis Pérez,Real Valladolid,LaLiga,04/02/1995,29,30/06/2025,Utrera,Lateral derecho,2000000,PROTIO SPORT,Proveedor no encontrado
Lucas Rosa,Real Valladolid,LaLiga,03/04/2000,24,30/06/2026,Ribeirão Preto,Lateral derecho,2000000,Talents Sports,Proveedor no encontrado
Stanko Juric,Real Valladolid,LaLiga,16/08/1996,28,30/06/2027,Split,Pivote,2200000,Sin agente,Proveedor no encontrado
Mario Martín,Real Valladolid,LaLiga,05/03/2004,20,30/06/2025,Sonseca,Pivote,500000,Best of You,Proveedor no encontrado
César de la Hoz,Real Valladolid,LaLiga,30/03/1992,32,30/06/2025,Orejo,Pivote,500000,EMG Mundial,Proveedor no encontrado
Víctor Meseguer,Real Valladolid,LaLiga,09/06/1999,25,30/06/2029,Murcia,Mediocentro,3000000,JV SPORTS,Proveedor no encontrado
Kike Pérez,Real Valladolid,LaLiga,14/02/1997,27,30/06/2025,Toledo,Mediocentro,3000000,LEADERBROCK,Proveedor no encontrado
Selim Amallah,Real Valladolid,LaLiga,15/11/1996,27,30/06/2027,Hautrage,Mediocentro ofensivo,1500000,CAA Stellar,Nike
Anuar,Real Valladolid,LaLiga,15/01/1995,29,30/06/2025,Ceuta,Mediocentro ofensivo,900000,JV SPORTS,Proveedor no encontrado
Chuki,Real Valladolid,LaLiga,29/04/2004,20,30/06/2025,Valladolid,Mediocentro ofensivo,500000,LEADERBROCK,Proveedor no encontrado
Raúl Moro,Real Valladolid,LaLiga,05/12/2002,21,30/06/2028,Abrera,Extremo izquierdo,4000000,YOU FIRST,Proveedor no encontrado
Darwin Machís,Real Valladolid,LaLiga,07/02/1993,31,30/06/2026,Tucupita,Extremo izquierdo,1500000,YOU FIRST,Proveedor no encontrado
Kenedy,Real Valladolid,LaLiga,08/02/1996,28,30/06/2027,Santa Rita do ...,Extremo izquierdo,1000000,Agente no encontrado,adidas
Amath Ndiaye,Real Valladolid,LaLiga,16/07/1996,28,30/06/2027,Dakar,Extremo derecho,1500000,EF11 SL,Proveedor no encontrado
Iván Sánchez,Real Valladolid,LaLiga,23/09/1992,32,30/06/2025,Jaén,Extremo derecho,1000000,JV SPORTS,Proveedor no encontrado
Juanmi Latasa,Real Valladolid,LaLiga,23/03/2001,23,30/06/2029,Madrid,Delantero centro,2800000,Niagara Sports ...,Proveedor no encontrado
Mamadou Sylla,Real Valladolid,LaLiga,20/03/1994,30,30/06/2026,Kedougou,Delantero centro,1500000,Kick Off Management,Proveedor no encontrado
Marcos André,Real Valladolid,LaLiga,20/10/1996,28,30/06/2029,Coroatá,Delantero centro,1500000,ADM PRO,Proveedor no encontrado
Luís Maximiano,UD Almería,2ª División,05/01/1999,25,30/06/2029,Celeirós,Portero,4000000,MRP.POSITIONUMBER,Proveedor no encontrado
Fernando Martínez,UD Almería,2ª División,10/06/1990,34,30/06/2025,Murcia,Portero,500000,JV SPORTS,Proveedor no encontrado
Edgar González,UD Almería,2ª División,01/04/1997,27,30/06/2028,Sant Joan Despí,Defensa central,2000000,InterStarDeporte,Proveedor no encontrado
Chumi,UD Almería,2ª División,02/03/1999,25,30/06/2025,Laracha,Defensa central,1800000,Bahía Internacional,Proveedor no encontrado
Kaiky,UD Almería,2ª División,12/01/2004,20,30/06/2028,Santos,Defensa central,1500000,Bertolucci Sports,Nike
Aleksandar Radovanovic,UD Almería,2ª División,11/11/1993,30,30/06/2025,Šabac,Defensa central,800000,Agente no encontrado,Proveedor no encontrado
Bruno Langa,UD Almería,2ª División,31/10/1997,26,30/06/2028,Maputo,Lateral izquierdo,1500000,MFS - Managing ...,Proveedor no encontrado
Álex Centelles,UD Almería,2ª División,30/08/1999,25,30/06/2026,Valencia,Lateral izquierdo,1200000,Agente no encontrado,Proveedor no encontrado
Marc Pubill,UD Almería,2ª División,20/06/2003,21,30/06/2029,Terrassa,Lateral derecho,4000000,LIAN Sports Group,Proveedor no encontrado
Álex Pozo,UD Almería,2ª División,22/02/1999,25,30/06/2027,Huévar del Aljarafe,Lateral derecho,1500000,CAA Base Ltd,Proveedor no encontrado
Dion Lopy,UD Almería,2ª División,02/02/2002,22,30/06/2029,Bambilor,Pivote,6000000,Youssoupha Fall,Proveedor no encontrado
Lucas Robertone,UD Almería,2ª División,18/03/1997,27,30/06/2028,Concordia,Mediocentro,7000000,Promoesport,Proveedor no encontrado
Iddrisu Baba,UD Almería,2ª División,22/01/1996,28,30/06/2027,Accra,Mediocentro,1800000,LIAN Sports Group,Proveedor no encontrado
Arnau Puigmal,UD Almería,2ª División,10/01/2001,23,30/06/2026,Barcelona,Mediocentro,1500000,REVOLUTION Football ...,Puma
Gonzalo Melero,UD Almería,2ª División,02/01/1994,30,30/06/2026,Madrid,Mediocentro,1400000,Bahía Internacional,Proveedor no encontrado
Gui Guedes,UD Almería,2ª División,17/04/2002,22,30/06/2028,Santa Marta de ...,Mediocentro,600000,Universal Twenty Two,Proveedor no encontrado
Sergio Arribas,UD Almería,2ª División,30/09/2001,23,30/06/2029,Madrid,Mediocentro ofensivo,10000000,Footfeel ISM,Proveedor no encontrado
Nico Melamed,UD Almería,2ª División,11/04/2001,23,30/06/2030,Castelldefels,Mediocentro ofensivo,4000000,Team Raiola,Nike
Luis Suárez,UD Almería,2ª División,02/12/1997,26,30/06/2029,Santa Marta,Delantero centro,3500000,CAA Stellar,adidas
Léo Baptistão,UD Almería,2ª División,26/08/1992,32,30/06/2026,Santos,Delantero centro,1200000,Soccersport,Nike
Marko Milovanovic,UD Almería,2ª División,04/08/2003,21,30/06/2028,Smederevo,Delantero centro,600000,Promoesport,adidas
Luca Zidane,Granada CF,2ª División,13/05/1998,26,30/06/2027,Marseille,Portero,2000000,Roalza,Proveedor no encontrado
Marc Martínez,Granada CF,2ª División,04/04/1990,34,30/06/2025,Barcelona,Portero,300000,JV SPORTS,Proveedor no encontrado
Diego Mariño,Granada CF,2ª División,09/05/1990,34,30/06/2025,Vigo,Portero,300000,Promoesport,Proveedor no encontrado
Miguel Rubio,Granada CF,2ª División,11/03/1998,26,30/06/2025,Leganés,Defensa central,1500000,MESAS SPORT,Proveedor no encontrado
Ignasi Miquel,Granada CF,2ª División,28/09/1992,32,30/06/2025,Corbera de Llobregat,Defensa central,1200000,Joseba Diaz,Proveedor no encontrado
Pablo Insua,Granada CF,2ª División,09/09/1993,31,30/06/2026,A Coruña,Defensa central,800000,Miguel Pedrajo,Proveedor no encontrado
Loïc Williams,Granada CF,2ª División,07/01/2002,22,30/06/2028,Valencia,Defensa central,800000,BOIM FOOTBALL ...,Proveedor no encontrado
Manu Lama,Granada CF,2ª División,12/02/2001,23,30/06/2027,Madrid,Defensa central,200000,Agente no encontrado,Proveedor no encontrado
Carlos Neva,Granada CF,2ª División,12/06/1996,28,30/06/2025,El Puerto de Santa ...,Lateral izquierdo,2200000,IS SPORTS AGENCY,Puma
Miguel Ángel Brau,Granada CF,2ª División,27/12/2001,22,30/06/2025,Cartagena,Lateral izquierdo,200000,MRH Football Agency,Proveedor no encontrado
Ricard Sánchez,Granada CF,2ª División,22/02/2000,24,30/06/2025,Sant Jaume dels ...,Lateral derecho,2500000,OFSPORTS,Proveedor no encontrado
Rubén Sánchez,Granada CF,2ª División,04/02/2001,23,30/06/2025,Barcelona,Lateral derecho,700000,OKON,Proveedor no encontrado
Martin Hongla,Granada CF,2ª División,16/03/1998,26,30/06/2027,Yaoundé,Pivote,2500000,YOU FIRST,Proveedor no encontrado
Gonzalo Villar,Granada CF,2ª División,23/03/1998,26,30/06/2027,Murcia,Mediocentro,3000000,Footfeel ISM,Proveedor no encontrado
Sergio Ruiz,Granada CF,2ª División,16/12/1994,29,30/06/2026,Astillero,Mediocentro,2000000,IDUB GLOBAL,Proveedor no encontrado
Manu Trigueros,Granada CF,2ª División,17/10/1991,33,30/06/2026,Talavera de la ...,Mediocentro,1500000,Agente no encontrado,Proveedor no encontrado
Reinier,Granada CF,2ª División,19/01/2002,22,30/06/2025,Brasília,Mediocentro ofensivo,2500000,Bertolucci Sports,adidas
Myrto Uzuni,Granada CF,2ª División,31/05/1995,29,30/06/2026,Berat,Extremo izquierdo,6000000,BFM,Nike
Kamil Jóźwiak,Granada CF,2ª División,22/04/1998,26,30/06/2025,Międzyrzecz,Extremo izquierdo,1500000,Fabryka Futbolu,Proveedor no encontrado
Theo Corbeanu,Granada CF,2ª División,17/05/2002,22,30/06/2027,"Hamilton, Ontario",Extremo derecho,1200000,CAA Stellar,Proveedor no encontrado
Georgiy Tsitaishvili,Granada CF,2ª División,18/11/2000,23,30/06/2025,Rischon LeZion,Extremo derecho,1000000,Carp Football ...,Proveedor no encontrado
Pablo Sáenz,Granada CF,2ª División,22/05/2001,23,30/06/2025,San Adrián,Extremo derecho,200000,Agente no encontrado,Proveedor no encontrado
Lucas Boyé,Granada CF,2ª División,28/02/1996,28,30/06/2027,San Gregorio,Delantero centro,5000000,Universal Twenty Two,Proveedor no encontrado
Siren Diao,Granada CF,2ª División,21/01/2005,19,30/06/2025,Figueres,Delantero centro,1500000,GR Sports,Proveedor no encontrado
Shon Weissman,Granada CF,2ª División,14/02/1996,28,30/06/2025,Haifa,Delantero centro,1400000,BG Sports,Proveedor no encontrado
José Antonio Caro,Cádiz CF,2ª División,03/05/1994,30,30/06/2026,La Palma del Condado,Portero,1200000,Niagara Sur,Proveedor no encontrado
David Gil,Cádiz CF,2ª División,11/01/1994,30,30/06/2027,Getafe,Portero,700000,Gesport Espizua SL,Proveedor no encontrado
Víctor Chust,Cádiz CF,2ª División,05/03/2000,24,30/06/2028,Valencia,Defensa central,2000000,Borja Couce,Proveedor no encontrado
Fali,Cádiz CF,2ª División,12/08/1993,31,30/06/2026,Valencia,Defensa central,1500000,Promoesport,Proveedor no encontrado
Bojan Kovacevic,Cádiz CF,2ª División,22/05/2004,20,30/06/2025,Užice,Defensa central,1200000,INTERNATIONAL ...,Proveedor no encontrado
Cristian Glauder,Cádiz CF,2ª División,18/10/1995,29,30/06/2026,Algeciras,Defensa central,900000,EGGO Asesores ...,Proveedor no encontrado
Nombre no encontrado,Cádiz CF,2ª División,14/04/1989,35,30/06/2026,Madrid,Defensa central,300000,Agente no encontrado,Proveedor no encontrado
José Matos,Cádiz CF,2ª División,06/05/1995,29,30/06/2026,Sevilla,Lateral izquierdo,1200000,Niagara Sur,Proveedor no encontrado
Iza Carcelén,Cádiz CF,2ª División,23/04/1993,31,30/06/2025,El Puerto de Santa ...,Lateral derecho,1200000,Wasserman,Proveedor no encontrado
Joseba Zaldua,Cádiz CF,2ª División,24/06/1992,32,30/06/2025,Donostia-San ...,Lateral derecho,600000,IDUB GLOBAL,Proveedor no encontrado
Tomás Alarcón,Cádiz CF,2ª División,19/01/1999,25,30/06/2025,Rancagua,Pivote,800000,Agente no encontrado,Nike
Nombre no encontrado,Cádiz CF,2ª División,06/12/1987,36,30/06/2025,Rota (Cádiz),Pivote,200000,Proeleven S.A.,Proveedor no encontrado
Rominigue Kouamé,Cádiz CF,2ª División,17/12/1996,27,30/06/2026,Lopou,Mediocentro,2000000,Sin agente,Puma
Gonzalo Escalante,Cádiz CF,2ª División,27/03/1993,31,30/06/2026,Bella Vista,Mediocentro,1500000,YOU FIRST,Proveedor no encontrado
Fede San Emeterio,Cádiz CF,2ª División,16/03/1997,27,30/06/2026,Sierra de Ibio,Mediocentro,1500000,Adrián del Nido,Proveedor no encontrado
Rubén Alcaraz,Cádiz CF,2ª División,01/05/1991,33,30/06/2026,Barcelona,Mediocentro,1200000,LEADERBROCK,Proveedor no encontrado
